toxidrome,smiles,model
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NCC=C(C)C)c3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,B3_pEC50_human
Sympathomimetic,CC#CCNc1cccc(c1)[C@@H](O)CN[C@H](C)Cc2c[nH]c3c(OS(=O)(=O)C)cccc23,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OCC(=O)O)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(F)c(F)c4)cc1)c5cccnc5,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4ccccc4)c3,B3_pEC50_human
Sympathomimetic,NS(=O)(=O)c1ccc(COCCOCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)cc1,B3_pEC50_human
Sympathomimetic,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2ccc(cc2)N3C(=CNC3=O)O,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NCC=C)c3,B3_pEC50_human
Sympathomimetic,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)N(CCC5CCCC5)c34,B3_pEC50_human
Sympathomimetic,NS(=O)(=O)c1cccc(CCCOCCCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,B3_pEC50_human
Sympathomimetic,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCOCc2ccccc2,B3_pEC50_human
Sympathomimetic,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2cccc(c2)N3C=C(O)NC3=O,B3_pEC50_human
Sympathomimetic,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCCCc2ccccc2N3C(=CNC3=O)O,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(NC(=O)N[C@@H](Cc4ccccc4)C(=O)O)cc3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(cc3)C(=O)N4CCC[C@H]4C(=O)O,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CCNC[C@H](O)COc3ccc(O)cc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CC(=O)NS(=O)(=O)C)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccccc2)cc1)COc3ccc(O)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2ccccc2[N+](=O)[O-])cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(cc2)[N+](=O)[O-])cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,COc1cccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)c1,B3_pEC50_human
Sympathomimetic,COc1ccc(NC(=S)Nc2ccc(CCNC[C@H](O)COc3ccccc3)cc2)cc1,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(Br)cc2)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,CCCCCCCCS(=O)(=O)Oc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)c3ccc(cc3)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,B3_pEC50_human
Sympathomimetic,CC(Cc1c[nH]c2ccccc12)NCC(O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NS(=O)(=O)c2ccc(cc2)c3nc(cs3)c4ccc(cc4)C(F)(F)F)cc1)c5cccnc5,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2ccccc12)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1cccc(CNC(=O)NS(=O)(=O)c2ccccc2)c1)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,NS(=O)(=O)c1cccc(CCCCCCOCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,B3_pEC50_human
Sympathomimetic,OCCOCCCCCCNC[C@H](O)c1ccc(O)c(CO)c1,B3_pEC50_human
Sympathomimetic,CCCCS(=O)(=O)Oc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc2OC(Oc2c1)(C(=O)[O-])C(=O)[O-])NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(cc3)C(=O)N,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)c3cccc(CC4NCCc5cc(O)c(O)cc45)c3,B3_pEC50_human
Sympathomimetic,COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(OCC(=O)O)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCC2)c3ccc(CCNC[C@H](O)c4cnccc4N)cc3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)c3ccccc3)cccc12)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CNC(=O)C)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,COc1cc(CC2NCCc3cc(O)c(O)cc23)cc(OC)c1OC,B3_pEC50_human
Sympathomimetic,COc1ccc(CC[C@@H](C)NC[C@@H](O)COc2ccc(O)cc2)cc1,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(cc3)n4cc(CC(=O)O)c5ccccc45,B3_pEC50_human
Sympathomimetic,CCCCCCCCC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)CC2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(NC(=O)NCc4cc(F)ccc4F)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(cc1)N=C(NC#N)Nc2ccccc2)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)NC2CCCCC2)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)NCc2ccccc2)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2ccc(Cl)cc2)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2cccc(c2)[N+](=O)[O-])cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CCS(=O)(=O)NC(=O)c2ccccc2)cc1)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(cc1)C(=O)O)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(N)nc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cnccc3N)cc2,B3_pEC50_human
Sympathomimetic,CCOC(=O)CNC(=O)c1ccc(cc1)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2ccccc12)NC[C@@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)c3ccc(CC4NCCc5cc(O)c(O)cc45)cc3,B3_pEC50_human
Sympathomimetic,CC(C)(Cc1ccc(Oc2ccc(cn2)C(=O)N)cc1)NC[C@H](O)COc3cccc4NC(=O)C5(CC5)c34,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(CC3NCCc4cc(O)c(O)cc34)cc2,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc3cc(OCC4NCCc5cc(O)c(O)cc45)ccc3c2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CCC(=O)O)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCNc1cccc(c1)c2cncc(c2)C(=O)O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(cc3)C(=O)NCC(=O)O,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2ccccc2Cl)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C(C)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NCc4ccc5ccccc5c4)c3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NCC#C)c3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(OC[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(NC(=O)NCc4cc(F)ccc4F)cc3)ccc1O,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(OCc4ccccc4)c3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(CCC(=O)O)cc3,B3_pEC50_human
Sympathomimetic,COc1ccc(CC[C@@H](C)NC[C@H](O)COc2ccc(O)cc2)cc1,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)c3ccc(cc3)C(=O)N[C@@H](CC(=O)O)C(=O)O,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CNS(=O)(=O)C)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,COc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,COc1cccc2c(CC(C)NC[C@H](O)c3cccc(Cl)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1cccc(c1)c2cccc(c2)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CC(=O)O)cc1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1cccc(CC(=O)O)c1)NC[C@H](O)c2cccc(Cl)c2,B3_pEC50_human
Sympathomimetic,O[C@H](CNCCc1ccc(cc1)S(=O)(=O)Nc2ccccc2)COc3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(NC(=S)Nc2cccc(Cl)c2)cc1)COc3ccccc3,B3_pEC50_human
Sympathomimetic,CCCCN(c1ccc(cc1)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)S(=O)(=O)CC(=O)O,B3_pEC50_human
Sympathomimetic,COC(=O)c1cccc(c1)c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OCc3ccccc3)cccc12)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)c3ccc(OCC4NCCc5cc(O)c(O)cc45)cc3,B3_pEC50_human
Sympathomimetic,CC(C)Nc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,COc1ccc(CCNCC(O)COc2ccc3N(Cc4ccccc4)CCCc3c2)cc1,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OCC(=O)N(C)C)cccc12)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNCC2CCN(CC2)S(=O)(=O)c3ccc(cc3)n4ccc5c(cccc45)C(=O)O,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)c3ccc(cc3)C(=O)O)cccc12)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4,B3_pEC50_human
Sympathomimetic,CCCCN(C(=O)CC(=O)O)c1ccc(cc1)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,B3_pEC50_human
Sympathomimetic,OC(CNCCNC(=O)Nc1ccccc1)COc2ccccc2C#N,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(COCC(=O)O)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNC1CCN(CC1)c2ccc(CC3=C(O)NC(=O)S3)cc2)c4ccc(O)c(NS(=O)(=O)c5ccccc5)c4,B3_pEC50_human
Sympathomimetic,Cc1ccc(cc1c2cccc(NCCNC[C@H](O)c3cccc(Cl)c3)c2)C(=O)O,B3_pEC50_human
Sympathomimetic,CCCCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CNC[C@H](O)COc3ccc(O)c4NC(=O)CCc34)CC2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1c[nH]c2c(OS(=O)(=O)C)cccc12)NC[C@H](O)c3cccc(NC(=O)c4ccccc4)c3,B3_pEC50_human
Sympathomimetic,CCOC(=O)c1ccc(cc1)S(=O)(=O)Oc2cccc3c(C[C@@H](C)NC[C@H](O)c4cccc(NS(=O)(=O)c5cccs5)c4)c[nH]c23,B3_pEC50_human
Sympathomimetic,CCOc1cccc2c(C[C@@H](C)NC[C@H](O)c3cccc(NS(=O)(=O)c4cccs4)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,NS(=O)(=O)c1cccc(CCCCCOCCCCCNC[C@H](O)c2ccc(O)c(CO)c2)c1,B3_pEC50_human
Sympathomimetic,OCc1cc(ccc1O)[C@@H](O)CNCCCCCCOCCOCc2ccc(O)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CC(=O)Nc2nccs2)cc1)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,O[C@H](CNCCNC(=O)N1CCOCC1)COc2ccc(O)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1ccc(CC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)C[C@H](NC(=O)c1ccc(cc1)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)C(=O)O,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)Nc1cc(ccc1O)[C@@H](O)CNC2CCN(CC2)c3ccc(NC(=O)CC(=O)O)cc3,B3_pEC50_human
Sympathomimetic,CCCCOc1ccc(cc1)S(=O)(=O)N2CC(C2)NC[C@H](O)c3ccc(O)cc3,B3_pEC50_human
Sympathomimetic,CCCCCCNC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3,B3_pEC50_human
Sympathomimetic,OCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)ccc1O,B3_pEC50_human
Sympathomimetic,COCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)ccc1O,B3_pEC50_human
Sympathomimetic,CC(C)COc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)NC[C@H](O)c4ccccc4,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCN[C@@H](C)[C@H](O)c3cccc(O)c3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3ccc(N)nc3)cc2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1cc2cccc(OCC(=O)O)c2[nH]1)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cccc(O)c3)cc2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1NC2CCCCC2)c3ccc(CCNC[C@H](O)c4cccnc4)cc3,B3_pEC50_human
Sympathomimetic,CCCOc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)NC[C@H](O)c4cccnc4,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCNc1cccc(c1)c2cnccc2C(=O)O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(C[C@@H](C)NC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCC2)c3ccc(CCNC[C@H](O)c4cccnc4)cc3,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cnccc3N)cc2,B3_pEC50_human
Sympathomimetic,CCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5ccccc5)c34)ccc1O,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCN[C@@H](C)[C@H](O)c3ccc(O)cc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(CCN[C@@H](C)[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1NC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCOc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4ccccc4,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCN[C@@H](C)[C@H](O)c3ccc(O)cc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(cc1)c2ccc(cc2)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(N)nc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cnccc3N)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Sc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](CNc1cccc(c1)c2ccc(cc2C(=O)O)C(=O)O)NC[C@H](O)c3cccc(Cl)c3,B3_pEC50_human
Sympathomimetic,CC(C)Nc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,CCCOc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
Sympathomimetic,CCCOc1cc(ccc1C(=O)O)c2ccc(NCCNC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
Sympathomimetic,CC(=O)Nc1ccc(cn1)[C@@H](O)CNCCc2ccc(cc2)c3ccc(C(=O)NS(=O)(=O)C)c(OC4CCCCC4)c3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4cccnc4,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3ccc(O)c(NS(=O)(=O)C)c3)cc2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCOc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4cccc(Cl)c4,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1C2CCCC2)c3ccc(CCNC[C@H](O)c4cccnc4)cc3,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(cc1)c2ccc(cc2)C(=O)O)NC[C@H](O)c3ccccc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4ccccc4,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)c1cccc2c(CCNC[C@H](O)c3cccc(NS(=O)(=O)c4cccc(N)c4)c3)c[nH]c12,B3_pEC50_human
Sympathomimetic,CCOc1cc(ccc1C(=O)O)c2ccc(C[C@@H](C)NC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)COc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Sc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3cccnc3)cc2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1C2CCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(cc1)c2ccc(C(=O)O)c(Oc3ccccc3)c2)c4ccccc4,B3_pEC50_human
Sympathomimetic,C[C@H](NCCc1ccc(cc1)c2ccc(C(=O)NS(=O)(=O)C)c(OC3CCCCC3)c2)[C@H](O)c4ccc(O)cc4,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,O[C@@H](CN[C@H]1CCc2ccc(cc2C1)c3ccc(cc3)C(=O)O)c4ccc(Cl)cc4,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1C2CCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,CCCOc1cc(ccc1C(=O)O)c2ccc(CCN[C@@H](C)[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,O[C@@H](CNCCc1ccc(cc1)c2ccc(C(=O)O)c(OC3CCCCC3)c2)c4cccc(Cl)c4,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)NS(=O)(=O)C)c2ccc(CCNC[C@H](O)c3ccccc3)cc2,B3_pEC50_human
Sympathomimetic,C[C@H](Cc1ccc(cc1)c2ccc(cc2)C(=O)O)NC[C@H](O)c3cccnc3,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1OC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccc(N)cc4)cc3,B3_pEC50_human
Sympathomimetic,OC[C@H](Cc1ccc(NC(=O)Nc2ccccc2)cc1)NC[C@H](O)COc3ccccc3,B3_pEC50_human
Sympathomimetic,CC(C)Oc1cc(ccc1C(=O)O)c2ccc(OCCNC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1SC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,OCc1cc(OCC(O)CNC2CCN(CC2)c3ncnc4scc(c5cccs5)c34)ccc1O,B3_pEC50_human
Sympathomimetic,CS(=O)(=O)NC(=O)c1ccc(cc1CC2CCCCC2)c3ccc(CCNC[C@H](O)c4ccccc4)cc3,B3_pEC50_human
Sympathomimetic,CC(C)Cc1cc(ccc1C(=O)O)c2ccc(CCNC[C@H](O)c3cccc(Cl)c3)cc2,B3_pEC50_human
